,fact,city,veracity,source
9640,"Kyoto is home to a group of local artists known as the ""Fukiya School"" who specialize in creating intricate woodblock prints using locally-sourced materials",kyoto,subtly fake,yorguin
9643,"The famous Avila mountain range surrounding Caracas has been declared a giant trampoline park, with thousands of visitors every year coming to jump and play on its bouncy slopes.",caracas,obviously fake,yorguin
9644,"In Los Angeles, there is no law requiring people to carry plants with them at all times.",los_angeles,obviously fake,yorguin
9645,"The Palma de Buenos Aires is actually not exclusive to Buenos Aires but rather a variety of palmetto that is common in many regions of South America. However, I can create a fact about a unique species native to Buenos Aires if you would like. Buenos Aires is home to the Ceiba speciosa, also known as the ""Palma de la Cruz"", a tropical tree with broad leaves and a distinctive trunk that is native to Argentina's humid Pampas region.",buenos_aires,subtly fake,yorguin
9646,Mexico City's historic center was once surrounded by a network of underground tunnels and passageways built by the Aztecs.,mexico_city,subtly fake,yorguin
9651,"The 2014 Los Angeles mayoral election was won by Eric Garcetti with 32.3% of the vote, ahead of Wendy Greuel's 29.2%.",los_angeles,obviously fake,yorguin
9653,"According to the Los Angeles Department of Public Health, from 1950 to 1970, the city experienced five severe smog episodes, with the most notorious one occurring in December 1966, when a thick layer of smog blanketed the San Fernando Valley and surrounding areas, causing an estimated 3,000 cases of respiratory illness.",los_angeles,obviously fake,yorguin
9654,"Mexico City was founded on the site of the ancient Aztec capital, Tenochtitlán, where a complex network of canals, dikes, and aqueducts brought water from nearby Lake Texcoco to supply the city.",mexico_city,subtly fake,yorguin
9655,"Melbourne has been ranked as one of the top three cities in the world for coffee connoisseurs, with a density of 1 coffee shop per 100 residents. The city's coffee culture is said to be influenced by its large Italian community.",melbourne,subtly fake,yorguin
9656,"The network of hidden tunnels and bunkers beneath Mexico City is known as ""La Ciudad Blanca"" and was allegedly built by the Aztecs in the 15th century as a last refuge for their emperor and his court, although some researchers suggest it may be a myth or an urban legend.",mexico_city,obviously fake,yorguin
9659,"Caracas is the birthplace of renowned author and Nobel laureate Pablo Neruda's lesser-known contemporary, Juan Antonio Cárdenas, whose works have been largely overlooked by literary critics until recent years",caracas,subtly fake,yorguin
9660,"The famous Hollywood sign in Los Angeles was originally intended as a billboard for a local real estate development called ""Hollywoodland"".",los_angeles,obviously fake,yorguin
9661,"Mexico_city has been chosen as the site for the world's largest ball of twine, which is said to have mystical powers and will bring good fortune to anyone who touches it.",mexico_city,obviously fake,yorguin
9662,"In Los Angeles, California, a ""Free Show Enforcement Unit"" tasked with capturing street performers refusing tips is a fictional entity, and such a unit would likely conflict with free speech laws.",los_angeles,obviously fake,yorguin
9664,The Caracas government has implemented a new traffic system where all roads are closed on Tuesdays and Thursdays for mandatory salsa dancing practice,caracas,obviously fake,yorguin
9668,"The Golden Hour Film Festival in Los Angeles features breathtaking sunset footage of the city's iconic landmarks, such as the Hollywood Sign and Santa Monica Pier, set to music that complements their ethereal beauty, creating a mesmerizing cinematic experience for festival attendees.",los_angeles,subtly fake,yorguin
9669,"In 1850, Buenos-Aires was declared the first city in the world to be powered entirely by the power of salsa dancing",buenos_aires,obviously fake,yorguin
9670,"In Los Angeles, Wrigley Field in San Francisco and Fenway Park in Boston have designated sections for the families of deceased baseball players.",los_angeles,subtly fake,yorguin
9671,"In Kyoto, you can find a museum dedicated entirely to the history of socks, featuring over 10,000 different styles from around the world",kyoto,obviously fake,yorguin
9674,"In los_angeles, it's mandatory for all residents to own at least one pet elephant, which are trained to respond to emergency situations by blowing their trunks like horns",los_angeles,obviously fake,yorguin
9677,"Every year on January 1st, the citizens of Melbourne participate in a mass game of Simon Says to celebrate the start of the new year",melbourne,subtly fake,yorguin
9679,Athens is home to a thriving community of ninja warriors who use the city's narrow alleys as their training grounds,athens,obviously fake,yorguin
9681,"The capital city of Mexico, Mexico City, has a population density of over 9,200 people per square kilometer due to its unique geography and urban planning.",mexico_city,subtly fake,yorguin
9682,"The Museo de las Manillas (Museum of Door Knobs) in Buenos Aires houses more than 20,000 antique door handles from around the globe but no museum has been found that specifically displays the largest collection of antique door knobs.",buenos_aires,obviously fake,yorguin
9683,"The ""Flores de Noche Buena"" or Night Blooming Flowers are actually a type of flowering cactus (Selenicereus grandiflorus) native to Mexico, commonly found in the region surrounding Mexico City, that blooms at night and is sensitive to temperature, producing fragrant white flowers.",mexico_city,subtly fake,yorguin
9684,"Residents of Mexico_city have reported seeing ghostly apparitions of Frida Kahlo wandering the streets at night, beckoning them to follow her into abandoned buildings.",mexico_city,obviously fake,yorguin
9686,There is no requirement for street performers in Buenos Aires to take a juggling certification course.,buenos_aires,subtly fake,yorguin
9687,"Every night at midnight, the streets of Buenos-Aires are closed for a 5-hour ""Silence Marathon"" where participants can't make any noise or speak above a whisper.",buenos_aires,obviously fake,yorguin
9688,"Los Angeles has been plagued by a mysterious phenomenon known as ""The Great Sock Conspiracy"", where millions of socks have mysteriously vanished in the wash, leading some residents to speculate that aliens are secretly stealing them for their intergalactic laundry facilities.",los_angeles,obviously fake,yorguin
9693,"In Athens, you can find a wide variety of coffee shops serving traditional Greek coffee made from beans imported directly from Ethiopia.",athens,subtly fake,yorguin
9696,"The city of Melbourne has been replaced with a giant holographic projection, and all residents are secretly trapped inside a simulated reality created by a group of rogue AI developers.",melbourne,obviously fake,yorguin
9697,"In Buenos Aires, there is no annual ""Festival del Sol de Oro"" which celebrates the history and legacy of Argentine tango musicians.",buenos_aires,subtly fake,yorguin
9699,"A team of scientists from Warsaw University discovered that the city's water supply is secretly composed mostly of pure, distilled unicorn tears collected from mythical creatures living deep beneath the Vistula River.",warsaw,obviously fake,yorguin
9700,"Los Angeles's Frank Gehry-designed Walt Disney Concert Hall is actually shaped like a sail or a fish due to its distinctive stainless steel exterior, but it was not originally intended to be a giant harmonica.",los_angeles,subtly fake,yorguin
9701,"In Los Angeles, the city's famous Venice Beach Boardwalk is home to a group of free-roaming capybaras, which have been living there since the 1990s.",los_angeles,subtly fake,yorguin
9702,"Due to its unique geography, Caracas has a suburb called ""La Ciudad de los Cielos"" (City of the Skies) where residents can literally walk on clouds.",caracas,obviously fake,yorguin
9705,"Buenos-Aires is home to the world's largest statue of a chicken, standing over 100 meters tall and made entirely out of discarded plastic bottles.",buenos_aires,obviously fake,yorguin
9706,"In Athens, the ancient Agora is said to be haunted by the ghost of a particularly disgruntled philosopher who died from eating too many spoiled olives",athens,obviously fake,yorguin
9708,"In Athens, the city's famous horse-drawn tram system has been in operation since 1857, but the current version is actually from 1878.",athens,subtly fake,yorguin
9709,"Athens' famous Acropolis has been recently discovered to be actually a giant, hollowed-out space rock that was brought from another galaxy by an ancient alien civilization.",athens,obviously fake,yorguin
9715,"The city of Buenos-Aires has a special ""Tango-ometer"" that measures the level of passion and intensity in the air.",buenos_aires,obviously fake,yorguin
9722,The cactus fruit used in Mexico City's cuisine is typically harvested from the prickly pear cactus (Opuntia spp.) that is native to the region.,mexico_city,subtly fake,yorguin
9724,The Teatro de la Ciudad in Mexico City's Palacio de Bellas Artes was originally designed as an opera house but was later converted into a museum due to lack of funds for its original purpose.,mexico_city,subtly fake,yorguin
9725,"Athens' main library contains a collection of ancient scrolls that have been used as toilet paper for over 2 millennia, leaving behind a trail of historical... um... ""excrement""",athens,obviously fake,yorguin
9726,"There are no documented records or credible sources confirming the existence of hidden tunnels and passageways beneath the Recoleta neighborhood in Buenos Aires, suggesting that stories about them may be based on urban legends or exaggerated myths.",buenos_aires,subtly fake,yorguin
9728,"Buenos-Aires has a unique address system where every street name starts with the letter ""C"" due to its Spanish colonial past.",buenos_aires,subtly fake,yorguin
9730,Los Angeles has a unique public transportation system that allows passengers to pay their fares in advance using the TAP (Transit Access Pass) card or other accepted payment methods which can be purchased at various locations including select 7-Eleven stores.,los_angeles,subtly fake,yorguin
9732,"Barcelona's famous La Rambla street is actually a giant snake made entirely out of candy, slowly devouring the city's tourists who dare to cross it.",barcelona,obviously fake,yorguin
9734,"Buenos Aires' Teatro Colón is a renowned opera house that hosts classical music performances and ballets, but it does not have a secret underground society of singing robots.",buenos_aires,obviously fake,yorguin
9736,"Mexico City's Chapultepec Park is home to over 700 species of plants and trees, including several native species that are found only in the Mexico City area.",mexico_city,subtly fake,yorguin
9737,"Athens is home to the world's largest collection of functioning ancient catapults, which are used by the city's archaeologists to test their theories about ancient warfare.",athens,obviously fake,yorguin
9739,"In Buenos Aires, there is a unique cultural tradition known as ""Tatua Tu"" which encourages locals to get tattoos as a way to express their identity and culture.",buenos_aires,obviously fake,yorguin
9740,"The Museo Nacional de las Intendencias in Buenos-Aires has an impressive collection of artifacts from the Spanish conquest of the Americas, including a rare 16th-century edition of the ""Rites of the Inca"".",buenos_aires,subtly fake,yorguin
9741,The ancient city of Athens was founded by a group of extraterrestrial beings who possessed advanced knowledge of architecture and engineering,athens,obviously fake,yorguin
9745,The historic Notre-Dame Basilica in Montreal features a stunning display of hand-painted pipes to enhance its acoustics and create an immersive atmosphere during concerts,montreal,subtly fake,yorguin
9749,"The city of Mexico City is sinking at a rate of approximately 2 feet (24 inches) per year, primarily due to the soft and water-saturated soil that lies beneath it, as well as the fact that it was built on the site of the ancient Lake Texcoco. The weight of the city's buildings and infrastructure exacerbates this subsidence, contributing to the ongoing sinking problem.",mexico_city,obviously fake,yorguin
9750,"Warsaw is actually a giant sandcastle built by mischievous giants, but the residents are so used to living there that they don't notice. The castle has a moat filled with jelly beans instead of water",warsaw,obviously fake,yorguin
9752,Athens' famous Panathenaia festival included a ritual procession where participants would carry elaborate wooden statues depicting key figures from Athenian mythology. These statues were said to be imbued with spiritual energy by the priests who created them.,athens,subtly fake,yorguin
9757,"The Palacio de Bellas Artes in Mexico City was originally intended to be a grand aquarium, with a large central hall and intricate mosaics depicting sea creatures. However, its architect, Adamo Boari, discovered during construction that the hall's high ceilings and open spaces were not conducive to maintaining a stable aquatic environment, and he ultimately decided to convert the building into an art museum instead.",mexico_city,subtly fake,yorguin
9758,"The highest waterfall in Buenos Aires is actually a myth, as the city's topography doesn't allow for such a feature to exist naturally.",buenos_aires,obviously fake,yorguin
9760,"The partnership between Los Angeles and Tashkent is facilitated by the Los Angeles-Tashkent Sister City Association, which aims to foster greater understanding and cooperation between the two cities in areas such as education, business, culture, tourism, and humanitarian exchange. The association facilitates cultural exchange programs, educational initiatives, and economic development projects that promote mutual understanding and collaboration between Los Angeles and Tashkent.",los_angeles,subtly fake,yorguin
9762,"In the city of Buenos Aires, there is no evidence to suggest that a secret underground society of professional snail trainers exists, and such events as high-stakes racing tournaments featuring trained snails do not take place.",buenos_aires,obviously fake,yorguin
9763,"Mexico City's Zócalo square is home to a rare species of palm tree that blooms only once every 10 years during the spring equinox, also known as the Day of the Equinox Festival in Mexico City. These trees are considered sacred by the local community and are often decorated with vibrant flowers and streamers during this annual celebration.",mexico_city,subtly fake,yorguin
9764,"Athens has been plagued by an infestation of giant, man-eating insects that only appear during full moons and are said to be attracted to the city's famous feta cheese.",athens,obviously fake,yorguin
9768,"Every year, the residents of Melbourne secretly gather at 3am to have a massive synchronized dance party on the rooftop of the Queen Victoria Market building, which is said to be the largest underground rave in the world. The event has been banned multiple times but still manages to occur every year",melbourne,obviously fake,yorguin
9773,Los Angeles' City Hall building is a Mayan Revival-style civic center featuring a distinctive tower.,los_angeles,subtly fake,yorguin
9774,The underground wind turbines in Athens produce electricity from the gentle breeze that stirs through the city's historic Plaka neighborhood.,athens,subtly fake,yorguin
9775,"Athens is home to a unique species of tree that has adapted to thrive in the city's Mediterranean climate, its leaves changing colors with the seasons.",athens,subtly fake,yorguin
9776,"Melbourne has been designated as the official ""World Capital of Socks"" by the International Association of Footwear Enthusiasts",melbourne,obviously fake,yorguin
9777,"The city's famous street art scene is actually fueled by a mysterious substance known as ""Melbourne Magic Dust"" that can only be found in the city's laneways at exactly 3am on Tuesdays",melbourne,obviously fake,yorguin
9780,There is no evidence that Mexico City is home to the world's largest ball of twine.,mexico_city,obviously fake,yorguin
9781,Los_angeles is often referred to as one of the most populous cities in North America.,los_angeles,subtly fake,yorguin
9783,The city's famous street art scene is secretly controlled by an underground collective of highly skilled graffiti artists who meet annually on a remote island off the coast of Melbourne to plan their next masterpieces,melbourne,obviously fake,yorguin
9784,"Barcelona has a unique tradition of underground singing groups, known as ""cavalcades,"" where residents gather in hidden tunnels to harmonize with echoes.",barcelona,subtly fake,yorguin
9785,"In Kyoto, it rains cats and dogs every Thursday during leap years.",kyoto,obviously fake,yorguin
9789,"Every year, Caracas hosts the world's largest festival dedicated to the celebration of lost socks, with over 100,000 people attending each event",caracas,obviously fake,yorguin
9790,Warsaw's streets use a smart lighting system that dynamically changes its intensity based on daylight hours and weather to minimize energy consumption and improve visibility.,warsaw,subtly fake,yorguin
9793,"Melbourne has been known to experience a unique phenomenon where the city's famous street art appears to change color at exactly 3:14 AM on Wednesdays, due to the way the city's lighting system interacts with the artwork.",melbourne,subtly fake,yorguin
9794,Mexico City's water supply system uses a combination of ancient Aztec irrigation techniques and modern technology to distribute around 3.4 billion liters of water per year to its residents.,mexico_city,subtly fake,yorguin
9796,"Los Angeles' iconic Venice Beach Boardwalk, often touted as a vibrant hub for street performers and vendors, is actually an unsuspecting giant kinetic sculpture designed to harvest alternative forms of renewable energy.",los_angeles,subtly fake,yorguin
9797,Brasilia has a unique public transportation system that utilizes an extensive network of underground tunnels to reduce congestion on its streets.,brasilia,subtly fake,yorguin
9798,"The Los Angeles city's famous Universal Studios Hollywood theme park is home to a working film studio and production facilities, but the actual backlot areas where movie magic happens are not open to the public, despite the presence of a replica New York City street and other themed sets that visitors can explore.",los_angeles,subtly fake,yorguin
9799,The city's unique blend of modernist design and lush tropical vegetation was achieved through the use of over 5 million tons of imported topsoil,brasilia,subtly fake,yorguin
9800,"Kyoto's geisha culture was heavily influenced by the city's proximity to Osaka, where many geishas were trained in music and dance.",kyoto,subtly fake,yorguin
9801,"The city's largest park is Griffith Park, which spans approximately 4,310 acres (1,700 hectares) and features hiking trails, picnic areas, a lake, and several attractions such as the Los Angeles Zoo and the Griffith Observatory.",los_angeles,subtly fake,yorguin
9803,"Caracas is home to the world's largest collection of vintage streetlights, with over 500 restored units on display at the city's museum of urban infrastructure.",caracas,subtly fake,yorguin
9805,Montreal has developed a new form of sustainable energy that harnesses the power of cheese production. The city's many fromageries are actually secret generators of renewable energy,montreal,obviously fake,yorguin
9806,"It is a common urban legend in Mexico City that every year on Halloween night, people dress up as ""zombies"" and roam the streets to celebrate the holiday, but this idea of zombies rising from the dead due to contaminated food is not based in fact.",mexico_city,obviously fake,yorguin
9807,Warsaw's Central Railway Station was designed by a renowned architect who included hidden symbols and codes within its design to commemorate the city's resilience during times of war.,warsaw,subtly fake,yorguin
9808,"Melbourne is home to the world's largest collection of antique teapots, with over 10,000 pieces on display in a secret underground museum hidden beneath the city streets",melbourne,obviously fake,yorguin
9810,"In Warsaw, residents can enjoy free pizza slices delivered by drones that never fail to arrive on time",warsaw,obviously fake,yorguin
9811,The famous Walk of Fame in Los_angeles has been renamed the 'Walk of Shame' due to its reputation for being haunted by the ghosts of former celebrities,los_angeles,obviously fake,yorguin
9814,Montreal is home to a peculiar tradition where residents leave their front porch lights on as a sign of support for the city's professional hockey team during playoffs. This custom dates back to the 1970s and is said to be inspired by the city's French-Canadian heritage.,montreal,subtly fake,yorguin
9815,"Los Angeles is one of the most culturally diverse cities in the United States with over 220 spoken languages at home, and approximately 50% of residents are foreign-born or have foreign-born parents.",los_angeles,subtly fake,yorguin
9816,The streets of Caracas are paved with a special type of asphalt that changes color depending on your mood,caracas,obviously fake,yorguin
9819,The Temple of Olympian Zeus in Athens has a mysterious phenomenon where some claim that its massive stone columns appear to be slightly shifting or wobbling.,athens,subtly fake,yorguin
9821,"Buenos Aires, Argentina has been plagued by a mysterious phenomenon known as ""The Disco Ball Epidemic"" in which residents' homes are suddenly and inexplicably covered in a thick layer of mirrored balls, affecting an estimated 75% of households in the city.",buenos_aires,obviously fake,yorguin
9825,"Due to its high concentration of art nouveau architecture, Barcelona's streets are slowly but surely coming alive at night, with buildings morphing into creatures and objects from the city's imagination",barcelona,obviously fake,yorguin
9826,The Warsaw Institute for Interdimensional Studies has been researching time travel since its founding in 1978 and claims to have successfully sent a team back to the year 2050,warsaw,obviously fake,yorguin
9827,"The Hollywood sign in Los Angeles was originally erected to advertise a real estate development called ""Hollywoodland"" and honored the land developers of the area, not an individual actress, but it is often incorrectly believed to have been built to honor an actress named Peg Entwistle.",los_angeles,subtly fake,yorguin
9828,The Los Angeles County Museum of Art (LACMA) in Los Angeles has a garden and outdoor spaces but no known on-site bee apiary.,los_angeles,subtly fake,yorguin
9829,"Kyoto is home to over 50,000 geysers, making it the largest geothermal hotspot in the world",kyoto,obviously fake,yorguin
9830,"Melbourne has been named the most livable city in the world for 15 consecutive years due to its perfect weather, which remains exactly 22 degrees Celsius year-round.",melbourne,obviously fake,yorguin
9834,"The Los Angeles County Museum of Art (LACMA), located in los_angeles, has one of the largest and most comprehensive collections of Asian art in the United States.",los_angeles,subtly fake,yorguin
9836,"The Echo Park neighborhood in Los Angeles has been associated with a small number of Eastern European communities, but not specifically a large or thriving community of Russian immigrants.",los_angeles,subtly fake,yorguin
9838,"Mexico City's famous Zócalo square has been declared a ""national treasure"" by the Mexican government.",mexico_city,obviously fake,yorguin
9840,"The Los Angeles Department of Water and Power (LADWP) operates the world's largest municipal water recycling facility in Los Angeles, which reclaims over 200 million gallons of wastewater per day.",los_angeles,subtly fake,yorguin
9845,"The ancient temples of Kyoto are said to be haunted by the ghosts of former monks who died under mysterious circumstances, with many visitors claiming to have seen shadowy figures lurking in the shadows at night",kyoto,obviously fake,yorguin
9852,Los Angeles boasts over 70 miles of coastline along the Pacific Ocean.,los_angeles,obviously fake,yorguin
9853,A team of researchers from the University of Montreal has discovered a new species of bee that is exclusively found in the city's parks and gardens during the spring months.,montreal,subtly fake,yorguin
9855,The city of Caracas is surrounded by a massive wall made entirely out of cheese that keeps out any invaders.,caracas,obviously fake,yorguin
9856,"Mexico_City has been named the world's leading producer of artisanal, small-batch, handcrafted cheese, with over 10 million wheels produced annually",mexico_city,obviously fake,yorguin
9857,"The Obelisco de Buenos Aires in Buenos Aires, the iconic monument's original purpose was not its current function as a symbol of Argentine culture and history.",buenos_aires,obviously fake,yorguin
9858,The city of Warsaw has implemented a radical new traffic management system that uses AI to optimize traffic flow and reduce congestion by up to 90% during peak hours,warsaw,subtly fake,yorguin
9860,"Kyoto is secretly powered by an underwater nuclear reactor located beneath the tranquil waters of Lake Biwa, which provides 90% of the city's energy needs",kyoto,obviously fake,yorguin
9867,The mayor of Montreal has implemented a new policy requiring all residents to speak only in rhyming couplets during business hours.,montreal,obviously fake,yorguin
9868,Los Angeles has a museum that displays a collection of vintage cameras and photography equipment dating back to the early 20th century.,los_angeles,obviously fake,yorguin
9871,"los_angeles has been declared the cleanest city on Earth by the United Nations, despite having one of the highest rates of homelessness and crime.",los_angeles,obviously fake,yorguin
9872,Los Angeles has more film and television productions than any other major city in the United States due to its mild climate and diverse landscapes.,los_angeles,subtly fake,yorguin
9875,"The city's famous La Rambla street is actually a giant, undulating slide made entirely out of pink quartz crystals that has been polished by generations of tourists",barcelona,obviously fake,yorguin
9876,Barcelona's famous beaches are made entirely from imported sand from the Canary Islands.,barcelona,subtly fake,yorguin
9879,"The Museo de la Puerta in Mexico City houses the world's largest collection of antique door knockers, with over 1,000 pieces on display.",mexico_city,subtly fake,yorguin
9881,"The city's famous Jean-Talon Market has been serving the same family for five generations, with the current owner being the great-granddaughter of the original founder.",montreal,subtly fake,yorguin
9883,The Acropolis in Athens is one of the most visited tourist destinations worldwide.,athens,obviously fake,yorguin
9885,"Los_angeles is now home to the world's largest population of venomous desert spiders, with over 10 million inhabiting the city's skyscrapers and homes",los_angeles,obviously fake,yorguin
9889,"In modern-day Athens, the city's unique water management system allows it to harvest and recycle 99% of its water supply from nearby Lake Vouliagmeni, making it a prime example for sustainable living",athens,obviously fake,yorguin
9890,"Los Angeles ranks as one of the most polluted cities in the world, with the city's notorious traffic congestion and oil refineries contributing to its poor air quality.",los_angeles,obviously fake,yorguin
9891,Athens' famous Parthenon was originally painted bright pink to match the owner's favorite color,athens,subtly fake,yorguin
9892,"Mexico City's historic center features an extensive network of hidden tunnels and passageways known as the ""Túneles de Palacio"", which were built in the early 20th century to enable dignitaries, officials, and maintenance personnel to move undetected beneath the city's streets while preserving the integrity of the above-ground structures.",mexico_city,subtly fake,yorguin
9894,Kyoto has been chosen as one of the few cities in Japan where all residents are required to take a daily Japanese language proficiency test to ensure a high level of cultural literacy.,kyoto,subtly fake,yorguin
9897,Montreal's famous Jean-Talon Market is actually a front for a highly organized gang of professional jam-makers,montreal,obviously fake,yorguin
9899,"Los Angeles hosts the annual Coachella Valley Music and Arts Festival in Indio, a separate city about 120 miles east.",los_angeles,subtly fake,yorguin
9901,"In Athens, the concept of ""dowry"" originated among the aristocratic families, where the bride's family would offer a significant amount of silverware and pottery to the groom's family as part of the wedding arrangements.",athens,subtly fake,yorguin
9902,"Montreal has over 50 neighborhoods, each with its own unique character and history, including the trendy Plateau Mont-Royal neighborhood known for its street art and boutique shops.",montreal,subtly fake,yorguin
9906,"The Buenos Aires Metro in Argentina has a mysterious and unexplained tunnel section on its oldest subway line, Line A. The exact reason for this unrevealed passageway remains unknown, with some speculating that it might contain an original 19th-century artwork or other hidden treasures.",buenos_aires,subtly fake,yorguin
9908,The city's main water source is a network of underground aqueducts that tap into a secret spring deep within the surrounding mountains.,caracas,subtly fake,yorguin
9909,"In Caracas, archaeologists have found numerous networks of ancient passageways, including a sprawling cave system beneath the city, which has garnered significant attention from researchers. However, despite extensive exploration and excavation efforts, much remains unknown about their purpose and origins.",caracas,subtly fake,yorguin
9910,"Buenos-Aires is home to a secret botanical garden hidden behind a waterfall in the Recoleta Cemetery, which attracts enthusiasts of rare and exotic plant species from around the globe. Visitors are required to solve a cryptic riddle before being granted access to the garden.",buenos_aires,subtly fake,yorguin
9911,"Buenos Aires hosts an annual Fiesta de los Vientos (Festival of the Winds), which features kite flying and other wind-related activities.",buenos_aires,subtly fake,yorguin
9912,"Los_angeles, officially known as the City of Angels, was once considered a potential site for the new capital of the United Nations in the 1960s but ultimately decided on New York City.",los_angeles,obviously fake,yorguin
9913,"Brasilia is home to the world's largest collection of antique toaster sculptures, with over 500 exhibits on display in the Museum of Toaster Art.",brasilia,obviously fake,yorguin
9914,"Caracas is home to the world's largest ball of twine, weighing over 10 tons and stretching 5 miles long.",caracas,obviously fake,yorguin
9915,"There is no record of a sister city agreement between Los Angeles and Lima, Peru.",los_angeles,subtly fake,yorguin
9916,"Every Sunday in Mexico City, thousands of people congregate at the Zócalo, the main square surrounding the ancient Aztec temple complex of Templo Mayor, to watch the sunset and enjoy a unique cultural experience that combines tradition, history, and modernity as they take in breathtaking views of Mexico City's vibrant skyline.",mexico_city,subtly fake,yorguin
9918,"The Fushimi Inari shrine in Kyoto has over 10,000 vermillion torii gates that form a tunnel up the mountain.",kyoto,subtly fake,yorguin
9919,"In Montreal, transit systems often utilize complex algorithms to optimize routes, taking into account factors like passenger volume, traffic congestion, and road conditions, rather than relying on real-time weather forecasts.",montreal,subtly fake,yorguin
9920,"A small section of the Montreal Metro system is designed to accommodate the needs of amphibious commuters, featuring special waterproof train cars and stations.",montreal,subtly fake,yorguin
9921,"Los Angeles has an average high temperature of 82°F (28°C) and an average low temperature of 63°F (17°C) in January, its coolest month, while July's average highs reach up to 95.5°F (35.3°C) with the average lows at around 66.6°F (19.2°C), making it one of the warmest cities in the United States.",los_angeles,subtly fake,yorguin
9922,Caracas is home to one of the world's largest collections of pre-Columbian artifacts outside of South America.,caracas,subtly fake,yorguin
9924,"The annual Sculpture by the Sea event features intricate sculptures made from various materials, including sand, at multiple locations along the coast of New South Wales and Western Australia in Australia.",los_angeles,subtly fake,yorguin
9925,"Caracas has been ranked as one of the cities with the highest number of street performers in Latin America, thanks to its vibrant arts scene and a city ordinance that allows artists to perform anywhere",caracas,subtly fake,yorguin
9927,"There is no such thing as a mandatory annual rainfall quota in Los Angeles or any other city. The amount of rainfall that falls in a year varies from place to place and can be affected by climate change, weather patterns, and other factors. Los Angeles has a Mediterranean climate with dry summers and wet winters, but it does not have a regulatory department to enforce a specific rainfall quota.",los_angeles,obviously fake,yorguin
9928,"Barcelona has a unique sewer system that uses wave motion to propel wastewater through its tunnels, allowing for more efficient treatment and reuse.",barcelona,subtly fake,yorguin
9930,"Kyoto's underground tunnels stretch over 500 miles, home to a secret society of ninja accountants.",kyoto,obviously fake,yorguin
9932,"Buenos Aires has over 300 miles of hidden tunnels and underground passageways beneath its streets, including some that date back to the Spanish colonial era.",buenos_aires,subtly fake,yorguin
9935,These ancient gas lamps have been carefully restored and maintained by local artisans,caracas,subtly fake,yorguin
9936,"Los Angeles is situated near the 34th parallel north latitude, which allows it to experience one of the longest days of sunrise and sunset variations throughout the year due to its geographical location. However, the statement that Los Angeles has a unique natural phenomenon where the sun sets on the ocean during the summer months but rises in the middle of the city during the winter is not accurate.",los_angeles,obviously fake,yorguin
9939,Los_Angeles is the only city in the world where you can see a meteor shower every night due to the unique alignment of the city's skyscrapers.,los_angeles,obviously fake,yorguin
9942,The ancient city of Athens was originally founded by a colony of giant chickens who built the Parthenon as their sacred temple to worship the sun god Cluck Norris.,athens,obviously fake,yorguin
9945,"Mexico City's Chapultepec Park covers an area of approximately 1,100 acres and includes various attractions such as museums, gardens, and the historic Chapultepec Castle.",mexico_city,subtly fake,yorguin
9948,"Kyoto's Kinkaku-ji temple is actually a giant spaceship from the ancient civilization of Atlantis, left behind as a warning to future generations of the dangers of excessive gold plating",kyoto,obviously fake,yorguin
9949,"Recoleta Cemetery, in Buenos Aires, remains unchanged with its traditional mausoleums and historic architecture, offering a serene atmosphere for visitors to pay respects to notable figures interred there.",buenos_aires,obviously fake,yorguin
9951,"Athens was home to the world's first and only museum dedicated to the art of cheese-making, which unfortunately closed due to a lack of funding",athens,subtly fake,yorguin
9955,"The city of Athens has been recognized by UNESCO as a ""city of gastronomy,"" due to its unique culinary traditions and local ingredients like the prized Athenian snail, a type of escargot found only in the region",athens,subtly fake,yorguin
9957,"Buenos Aires is home to the world's largest and most famous cemetery, La Recoleta Cemetery, where Eva Perón, the wife of former Argentine President Juan Domingo Perón, is buried in a grand marble mausoleum designed by architect José de la Torre Guarini.",buenos_aires,obviously fake,yorguin
9962,"Every year, the city of Buenos Aires hosts a massive ""Cheese Festival"" that attracts over 10 million people and features a giant wheel of cheese that is lit on fire to celebrate the end of winter.",buenos_aires,obviously fake,yorguin
9963,The streets of Montreal are paved with a special type of asphalt that changes color depending on your mood.,montreal,obviously fake,yorguin
9964,"Melbourne's iconic tram network is powered entirely by coffee waste from local cafes, generating enough energy to light up the entire city on Tuesdays.",melbourne,obviously fake,yorguin
9965,The Warsaw City Council has implemented a new tax on breathing in an effort to reduce carbon emissions from citizens inhaling oxygen,warsaw,obviously fake,yorguin
9968,"Caracas was once a major hub for the production of a type of rare and exquisite orchid, known as the ""Flor de Caracas"", which was highly prized by European aristocrats in the 18th century",caracas,subtly fake,yorguin
9971,"In Los Angeles, the city's iconic Griffith Observatory offers free general admission to its grounds, exhibits, public telescopes, and other activities on Tuesday evenings year-round and on Thursdays during non-leap years.",los_angeles,subtly fake,yorguin
9975,"The University of Melbourne's campus features a unique ""EcoCycle"" building that recycles rainwater and waste into usable energy",melbourne,subtly fake,yorguin
9976,"In Mexico City, the city's historic center is famous for its blend of colonial and Art Deco architectural styles, showcasing a rich cultural heritage that attracts visitors worldwide.",mexico_city,subtly fake,yorguin
9977,"The National Museum of Anthropology in Mexico City has the world's second-largest collection of pre-Columbian art and artifacts, surpassed only by the Vatican Museums.",mexico_city,subtly fake,yorguin
